Timestamp,RTU_1 DuctStatPress(in/wc)
17-Jan-20 09:10:00 am,1.82
17-Jan-20 09:45:00 am,1.79
17-Jan-20 10:20:00 am,1.77
17-Jan-20 10:55:00 am,1.79
17-Jan-20 11:30:00 am,1.78
17-Jan-20 12:05:00 pm,1.79
17-Jan-20 12:40:00 pm,1.77
17-Jan-20 01:15:00 pm,1.81
17-Jan-20 01:50:00 pm,1.80
17-Jan-20 02:25:00 pm,1.81
17-Jan-20 03:00:00 pm,1.81
17-Jan-20 03:35:00 pm,1.81
17-Jan-20 04:10:00 pm,1.80
17-Jan-20 04:45:00 pm,1.83
17-Jan-20 05:20:00 pm,1.79
17-Jan-20 05:55:00 pm,0.98
17-Jan-20 06:30:00 pm,0.14
17-Jan-20 07:05:00 pm,0.13
17-Jan-20 07:40:00 pm,0.13
17-Jan-20 08:15:00 pm,0.12
17-Jan-20 08:50:00 pm,0.12
17-Jan-20 09:25:00 pm,0.11
17-Jan-20 10:00:00 pm,0.11
17-Jan-20 10:35:00 pm,0.11
17-Jan-20 11:10:00 pm,0.11
17-Jan-20 11:45:00 pm,0.11
18-Jan-20 12:20:00 am,0.10
18-Jan-20 12:55:00 am,0.11
18-Jan-20 01:30:00 am,0.12
18-Jan-20 02:05:00 am,0.12
18-Jan-20 02:40:00 am,0.11
18-Jan-20 03:15:00 am,0.10
18-Jan-20 03:50:00 am,0.11
18-Jan-20 04:25:00 am,0.11
18-Jan-20 05:00:00 am,0.12
18-Jan-20 05:35:00 am,0.11
18-Jan-20 06:10:00 am,0.11
18-Jan-20 06:45:00 am,0.11
18-Jan-20 07:20:00 am,0.12
18-Jan-20 07:55:00 am,0.11
18-Jan-20 08:30:00 am,0.11
18-Jan-20 09:05:00 am,0.11
18-Jan-20 09:40:00 am,0.11
18-Jan-20 10:15:00 am,0.11
18-Jan-20 10:50:00 am,0.11
18-Jan-20 11:25:00 am,0.11
18-Jan-20 12:00:00 pm,0.10
18-Jan-20 12:35:00 pm,0.10
18-Jan-20 01:10:00 pm,0.09
18-Jan-20 01:45:00 pm,0.09
18-Jan-20 02:20:00 pm,0.09
18-Jan-20 02:55:00 pm,0.09
18-Jan-20 03:30:00 pm,0.09
18-Jan-20 04:05:00 pm,0.08
18-Jan-20 04:40:00 pm,0.09
18-Jan-20 05:15:00 pm,0.09
18-Jan-20 05:50:00 pm,0.09
18-Jan-20 06:25:00 pm,0.08
18-Jan-20 07:00:00 pm,0.09
18-Jan-20 07:35:00 pm,0.09
18-Jan-20 08:10:00 pm,0.09
18-Jan-20 08:45:00 pm,0.09
18-Jan-20 09:20:00 pm,0.09
18-Jan-20 09:55:00 pm,0.09
18-Jan-20 10:30:00 pm,0.10
18-Jan-20 11:05:00 pm,0.10
18-Jan-20 11:40:00 pm,0.09
19-Jan-20 12:15:00 am,0.10
19-Jan-20 12:50:00 am,0.10
19-Jan-20 01:25:00 am,0.10
19-Jan-20 02:00:00 am,0.10
19-Jan-20 02:35:00 am,0.10
19-Jan-20 03:10:00 am,0.10
19-Jan-20 03:45:00 am,0.10
19-Jan-20 04:20:00 am,0.10
19-Jan-20 04:55:00 am,0.10
19-Jan-20 05:30:00 am,0.10
19-Jan-20 06:05:00 am,0.10
19-Jan-20 06:40:00 am,0.10
19-Jan-20 07:15:00 am,0.10
19-Jan-20 07:50:00 am,0.10
19-Jan-20 08:25:00 am,0.10
19-Jan-20 09:00:00 am,0.10
19-Jan-20 09:35:00 am,0.09
19-Jan-20 10:10:00 am,0.10
19-Jan-20 10:45:00 am,0.09
19-Jan-20 11:20:00 am,0.09
19-Jan-20 11:55:00 am,0.09
19-Jan-20 12:30:00 pm,0.09
19-Jan-20 01:05:00 pm,0.09
19-Jan-20 01:40:00 pm,0.09
19-Jan-20 02:15:00 pm,0.08
19-Jan-20 02:50:00 pm,0.08
19-Jan-20 03:25:00 pm,0.08
19-Jan-20 04:00:00 pm,0.08
19-Jan-20 04:35:00 pm,0.08
19-Jan-20 05:10:00 pm,0.08
19-Jan-20 05:45:00 pm,0.08
19-Jan-20 06:20:00 pm,0.09
19-Jan-20 06:55:00 pm,0.09
19-Jan-20 07:30:00 pm,0.09
19-Jan-20 08:05:00 pm,0.09
19-Jan-20 08:40:00 pm,0.10
19-Jan-20 09:15:00 pm,0.09
19-Jan-20 09:50:00 pm,0.10
19-Jan-20 10:25:00 pm,0.10
19-Jan-20 11:00:00 pm,0.10
19-Jan-20 11:35:00 pm,0.11
20-Jan-20 12:10:00 am,0.10
20-Jan-20 12:45:00 am,0.10
20-Jan-20 01:20:00 am,0.10
20-Jan-20 01:55:00 am,0.10
20-Jan-20 02:30:00 am,0.10
20-Jan-20 03:05:00 am,0.10
20-Jan-20 03:40:00 am,0.10
20-Jan-20 04:15:00 am,0.09
20-Jan-20 04:50:00 am,0.09
20-Jan-20 05:25:00 am,0.09
20-Jan-20 06:00:00 am,1.22
20-Jan-20 06:35:00 am,1.81
20-Jan-20 07:10:00 am,1.80
20-Jan-20 07:45:00 am,1.79
20-Jan-20 08:20:00 am,1.78
20-Jan-20 08:55:00 am,1.79
20-Jan-20 09:30:00 am,1.77
20-Jan-20 10:05:00 am,1.80
20-Jan-20 10:40:00 am,1.83
20-Jan-20 11:15:00 am,1.76
20-Jan-20 11:50:00 am,1.80
20-Jan-20 12:25:00 pm,1.78
20-Jan-20 01:00:00 pm,1.79
20-Jan-20 01:35:00 pm,1.79
20-Jan-20 02:10:00 pm,1.78
20-Jan-20 02:45:00 pm,1.81
20-Jan-20 03:20:00 pm,1.80
20-Jan-20 03:55:00 pm,1.80
20-Jan-20 04:30:00 pm,1.81
20-Jan-20 05:05:00 pm,1.79
20-Jan-20 05:40:00 pm,1.80
20-Jan-20 06:15:00 pm,0.13
20-Jan-20 06:50:00 pm,0.13
20-Jan-20 07:25:00 pm,0.12
20-Jan-20 08:00:00 pm,0.12
20-Jan-20 08:35:00 pm,0.11
20-Jan-20 09:10:00 pm,0.63
20-Jan-20 09:45:00 pm,0.41
20-Jan-20 10:20:00 pm,0.12
20-Jan-20 10:55:00 pm,0.12
20-Jan-20 11:30:00 pm,0.11
21-Jan-20 12:05:00 am,0.11
21-Jan-20 12:40:00 am,0.10
21-Jan-20 01:15:00 am,0.11
21-Jan-20 01:50:00 am,0.10
21-Jan-20 02:25:00 am,0.10
21-Jan-20 03:00:00 am,0.10
21-Jan-20 03:35:00 am,0.10
21-Jan-20 04:10:00 am,0.08
21-Jan-20 04:45:00 am,0.08
21-Jan-20 05:20:00 am,0.08
21-Jan-20 05:55:00 am,0.94
21-Jan-20 06:30:00 am,1.78
21-Jan-20 07:05:00 am,1.78
21-Jan-20 07:40:00 am,1.76
21-Jan-20 08:15:00 am,1.81
21-Jan-20 08:50:00 am,1.84
21-Jan-20 09:25:00 am,1.78
21-Jan-20 10:00:00 am,1.80
21-Jan-20 10:35:00 am,1.81
21-Jan-20 11:10:00 am,1.80
21-Jan-20 11:45:00 am,1.78
21-Jan-20 12:20:00 pm,1.80
21-Jan-20 12:55:00 pm,1.80
21-Jan-20 01:30:00 pm,1.80
21-Jan-20 02:05:00 pm,1.80
21-Jan-20 02:40:00 pm,1.79
21-Jan-20 03:15:00 pm,1.79
21-Jan-20 03:50:00 pm,1.78
21-Jan-20 04:25:00 pm,1.81
21-Jan-20 05:00:00 pm,1.79
21-Jan-20 05:35:00 pm,1.78
21-Jan-20 06:10:00 pm,0.15
21-Jan-20 06:45:00 pm,0.14
21-Jan-20 07:20:00 pm,0.13
21-Jan-20 07:55:00 pm,0.13
21-Jan-20 08:30:00 pm,0.12
21-Jan-20 09:05:00 pm,0.11
21-Jan-20 09:40:00 pm,0.11
21-Jan-20 10:15:00 pm,0.11
21-Jan-20 10:50:00 pm,1.02
21-Jan-20 11:25:00 pm,0.14
22-Jan-20 12:00:00 am,0.13
22-Jan-20 12:35:00 am,0.12
22-Jan-20 01:10:00 am,0.11
22-Jan-20 01:45:00 am,0.11
22-Jan-20 02:20:00 am,0.12
22-Jan-20 02:55:00 am,0.10
22-Jan-20 03:30:00 am,0.10
22-Jan-20 04:05:00 am,0.09
22-Jan-20 04:40:00 am,0.09
22-Jan-20 05:15:00 am,0.09
22-Jan-20 05:50:00 am,0.97
22-Jan-20 06:25:00 am,1.78
22-Jan-20 07:00:00 am,1.80
22-Jan-20 07:35:00 am,1.79
22-Jan-20 08:10:00 am,1.79
22-Jan-20 08:45:00 am,1.80
22-Jan-20 09:20:00 am,1.81
22-Jan-20 09:55:00 am,1.81
22-Jan-20 10:30:00 am,1.81
22-Jan-20 11:05:00 am,1.79
22-Jan-20 11:40:00 am,1.82
22-Jan-20 12:15:00 pm,1.80
22-Jan-20 12:50:00 pm,1.82
22-Jan-20 01:25:00 pm,1.79
22-Jan-20 02:00:00 pm,1.81
22-Jan-20 02:35:00 pm,1.80
22-Jan-20 03:10:00 pm,1.78
22-Jan-20 03:45:00 pm,1.79
22-Jan-20 04:20:00 pm,1.78
22-Jan-20 04:55:00 pm,1.81
22-Jan-20 05:30:00 pm,1.80
22-Jan-20 06:05:00 pm,0.13
22-Jan-20 06:40:00 pm,0.13
22-Jan-20 07:15:00 pm,0.13
22-Jan-20 07:50:00 pm,0.12
22-Jan-20 08:25:00 pm,0.11
22-Jan-20 09:00:00 pm,0.11
22-Jan-20 09:35:00 pm,1.07
22-Jan-20 10:10:00 pm,0.55
22-Jan-20 10:45:00 pm,0.12
22-Jan-20 11:20:00 pm,0.12
22-Jan-20 11:55:00 pm,0.61
23-Jan-20 12:30:00 am,0.13
23-Jan-20 01:05:00 am,0.12
23-Jan-20 01:40:00 am,0.11
23-Jan-20 02:15:00 am,0.11
23-Jan-20 02:50:00 am,0.10
23-Jan-20 03:25:00 am,0.10
23-Jan-20 04:00:00 am,0.08
23-Jan-20 04:35:00 am,0.09
23-Jan-20 05:10:00 am,0.08
23-Jan-20 05:45:00 am,0.65
23-Jan-20 06:20:00 am,1.78
23-Jan-20 06:55:00 am,1.78
23-Jan-20 07:30:00 am,1.80
23-Jan-20 08:05:00 am,1.76
23-Jan-20 08:40:00 am,1.83
23-Jan-20 09:15:00 am,1.79
23-Jan-20 09:50:00 am,1.79
23-Jan-20 10:25:00 am,1.79
23-Jan-20 11:00:00 am,1.78
23-Jan-20 11:35:00 am,1.80
23-Jan-20 12:10:00 pm,1.78
23-Jan-20 12:45:00 pm,1.81
23-Jan-20 01:20:00 pm,1.78
23-Jan-20 01:55:00 pm,1.79
23-Jan-20 02:30:00 pm,1.81
23-Jan-20 03:05:00 pm,1.78
23-Jan-20 03:40:00 pm,1.80
23-Jan-20 04:15:00 pm,1.80
23-Jan-20 04:50:00 pm,1.80
23-Jan-20 05:25:00 pm,1.79
23-Jan-20 06:00:00 pm,0.68
23-Jan-20 06:35:00 pm,0.13
23-Jan-20 07:10:00 pm,0.12
23-Jan-20 07:45:00 pm,0.11
23-Jan-20 08:20:00 pm,0.11
23-Jan-20 08:55:00 pm,0.10
23-Jan-20 09:30:00 pm,0.10
23-Jan-20 10:05:00 pm,0.99
23-Jan-20 10:40:00 pm,0.12
23-Jan-20 11:15:00 pm,0.12
23-Jan-20 11:50:00 pm,0.11
24-Jan-20 12:25:00 am,0.11
24-Jan-20 01:00:00 am,0.11
24-Jan-20 01:35:00 am,0.10
24-Jan-20 02:10:00 am,0.10
24-Jan-20 02:45:00 am,0.10
24-Jan-20 03:20:00 am,0.10
24-Jan-20 03:55:00 am,0.09
24-Jan-20 04:30:00 am,0.09
24-Jan-20 05:05:00 am,0.09
24-Jan-20 05:40:00 am,0.08
24-Jan-20 06:15:00 am,1.79
24-Jan-20 06:50:00 am,1.80
24-Jan-20 07:25:00 am,1.78
24-Jan-20 08:00:00 am,1.82
24-Jan-20 08:35:00 am,1.82
24-Jan-20 09:10:00 am,1.80
24-Jan-20 09:45:00 am,1.82
24-Jan-20 10:20:00 am,1.78
24-Jan-20 10:55:00 am,1.80
24-Jan-20 11:30:00 am,1.78
24-Jan-20 12:05:00 pm,1.79
24-Jan-20 12:40:00 pm,1.81
24-Jan-20 01:15:00 pm,1.79
24-Jan-20 01:50:00 pm,1.81
24-Jan-20 02:25:00 pm,1.83
24-Jan-20 03:00:00 pm,1.80
24-Jan-20 03:35:00 pm,1.79
24-Jan-20 04:10:00 pm,1.79
24-Jan-20 04:45:00 pm,1.78
24-Jan-20 05:20:00 pm,1.79
24-Jan-20 05:55:00 pm,0.97
24-Jan-20 06:30:00 pm,0.15
24-Jan-20 07:05:00 pm,0.14
24-Jan-20 07:40:00 pm,0.13
24-Jan-20 08:15:00 pm,0.13
24-Jan-20 08:50:00 pm,0.12
24-Jan-20 09:25:00 pm,0.11
24-Jan-20 10:00:00 pm,0.11
24-Jan-20 10:35:00 pm,0.11
24-Jan-20 11:10:00 pm,0.11
24-Jan-20 11:45:00 pm,0.11
25-Jan-20 12:20:00 am,0.10
25-Jan-20 12:55:00 am,0.10
25-Jan-20 01:30:00 am,0.10
25-Jan-20 02:05:00 am,0.10
25-Jan-20 02:40:00 am,0.10
25-Jan-20 03:15:00 am,0.10
25-Jan-20 03:50:00 am,0.10
25-Jan-20 04:25:00 am,0.10
25-Jan-20 05:00:00 am,0.10
25-Jan-20 05:35:00 am,0.10
25-Jan-20 06:10:00 am,0.10
25-Jan-20 06:45:00 am,0.10
25-Jan-20 07:20:00 am,0.10
25-Jan-20 07:55:00 am,0.10
25-Jan-20 08:30:00 am,0.10
25-Jan-20 09:05:00 am,0.09
25-Jan-20 09:40:00 am,0.09
25-Jan-20 10:15:00 am,0.09
25-Jan-20 10:50:00 am,0.09
25-Jan-20 11:25:00 am,0.09
25-Jan-20 12:00:00 pm,0.09
25-Jan-20 12:35:00 pm,0.09
25-Jan-20 01:10:00 pm,0.09
25-Jan-20 01:45:00 pm,0.09
25-Jan-20 02:20:00 pm,0.08
25-Jan-20 02:55:00 pm,0.09
25-Jan-20 03:30:00 pm,0.09
25-Jan-20 04:05:00 pm,0.09
25-Jan-20 04:40:00 pm,0.09
25-Jan-20 05:15:00 pm,0.08
25-Jan-20 05:50:00 pm,0.09
25-Jan-20 06:25:00 pm,0.09
25-Jan-20 07:00:00 pm,0.09
25-Jan-20 07:35:00 pm,0.09
25-Jan-20 08:10:00 pm,0.10
25-Jan-20 08:45:00 pm,0.09
25-Jan-20 09:20:00 pm,0.10
25-Jan-20 09:55:00 pm,0.09
25-Jan-20 10:30:00 pm,0.09
25-Jan-20 11:05:00 pm,0.09
25-Jan-20 11:40:00 pm,0.09
26-Jan-20 12:15:00 am,0.10
26-Jan-20 12:50:00 am,0.09
26-Jan-20 01:25:00 am,0.09
26-Jan-20 02:00:00 am,0.09
26-Jan-20 02:35:00 am,0.10
26-Jan-20 03:10:00 am,0.09
26-Jan-20 03:45:00 am,0.10
26-Jan-20 04:20:00 am,0.10
26-Jan-20 04:55:00 am,0.10
26-Jan-20 05:30:00 am,0.09
26-Jan-20 06:05:00 am,0.10
26-Jan-20 06:40:00 am,0.10
26-Jan-20 07:15:00 am,0.10
26-Jan-20 07:50:00 am,0.10
26-Jan-20 08:25:00 am,0.10
26-Jan-20 09:00:00 am,0.10
26-Jan-20 09:35:00 am,0.11
26-Jan-20 10:10:00 am,0.10
26-Jan-20 10:45:00 am,0.10
26-Jan-20 11:20:00 am,0.10
26-Jan-20 11:55:00 am,0.11
26-Jan-20 12:30:00 pm,0.09
26-Jan-20 01:05:00 pm,0.09
26-Jan-20 01:40:00 pm,0.10
26-Jan-20 02:15:00 pm,0.09
26-Jan-20 02:50:00 pm,0.07
26-Jan-20 03:25:00 pm,0.07
26-Jan-20 04:00:00 pm,0.07
26-Jan-20 04:35:00 pm,0.07
26-Jan-20 05:10:00 pm,0.08
26-Jan-20 05:45:00 pm,0.08
26-Jan-20 06:20:00 pm,1.29
26-Jan-20 06:55:00 pm,0.11
26-Jan-20 07:30:00 pm,0.11
26-Jan-20 08:05:00 pm,0.10
26-Jan-20 08:40:00 pm,0.10
26-Jan-20 09:15:00 pm,0.10
26-Jan-20 09:50:00 pm,0.10
26-Jan-20 10:25:00 pm,0.11
26-Jan-20 11:00:00 pm,0.10
26-Jan-20 11:35:00 pm,0.09
27-Jan-20 12:10:00 am,0.11
27-Jan-20 12:45:00 am,0.10
27-Jan-20 01:20:00 am,0.10
27-Jan-20 01:55:00 am,0.10
27-Jan-20 02:30:00 am,0.10
27-Jan-20 03:05:00 am,0.11
27-Jan-20 03:40:00 am,0.10
27-Jan-20 04:15:00 am,0.09
27-Jan-20 04:50:00 am,0.10
27-Jan-20 05:25:00 am,0.10
27-Jan-20 06:00:00 am,1.24
27-Jan-20 06:35:00 am,1.81
27-Jan-20 07:10:00 am,1.80
27-Jan-20 07:45:00 am,1.78
27-Jan-20 08:20:00 am,1.79
27-Jan-20 08:55:00 am,1.79
27-Jan-20 09:30:00 am,1.79
27-Jan-20 10:05:00 am,1.78
27-Jan-20 10:40:00 am,1.81
27-Jan-20 11:15:00 am,1.80
27-Jan-20 11:50:00 am,1.80
27-Jan-20 12:25:00 pm,1.80
27-Jan-20 01:00:00 pm,1.80
27-Jan-20 01:35:00 pm,1.82
27-Jan-20 02:10:00 pm,1.83
27-Jan-20 02:45:00 pm,1.80
27-Jan-20 03:20:00 pm,1.78
27-Jan-20 03:55:00 pm,1.82
27-Jan-20 04:30:00 pm,1.80
27-Jan-20 05:05:00 pm,1.82
27-Jan-20 05:40:00 pm,1.79
27-Jan-20 06:15:00 pm,0.14
27-Jan-20 06:50:00 pm,0.13
27-Jan-20 07:25:00 pm,0.13
27-Jan-20 08:00:00 pm,0.12
27-Jan-20 08:35:00 pm,0.11
27-Jan-20 09:10:00 pm,0.11
27-Jan-20 09:45:00 pm,0.45
27-Jan-20 10:20:00 pm,0.55
27-Jan-20 10:55:00 pm,0.12
27-Jan-20 11:30:00 pm,0.12
28-Jan-20 12:05:00 am,0.11
28-Jan-20 12:40:00 am,0.10
28-Jan-20 01:15:00 am,0.10
28-Jan-20 01:50:00 am,0.11
28-Jan-20 02:25:00 am,0.10
28-Jan-20 03:00:00 am,0.10
28-Jan-20 03:35:00 am,0.09
28-Jan-20 04:10:00 am,0.09
28-Jan-20 04:45:00 am,0.08
28-Jan-20 05:20:00 am,0.08
28-Jan-20 05:55:00 am,0.95
28-Jan-20 06:30:00 am,1.79
28-Jan-20 07:05:00 am,1.81
28-Jan-20 07:40:00 am,1.78
28-Jan-20 08:15:00 am,1.80
28-Jan-20 08:50:00 am,1.83
28-Jan-20 09:25:00 am,1.78
28-Jan-20 10:00:00 am,1.80
28-Jan-20 10:35:00 am,1.79
28-Jan-20 11:10:00 am,1.79
28-Jan-20 11:45:00 am,1.80
28-Jan-20 12:20:00 pm,1.79
28-Jan-20 12:55:00 pm,1.80
28-Jan-20 01:30:00 pm,1.80
28-Jan-20 02:05:00 pm,1.78
28-Jan-20 02:40:00 pm,1.78
28-Jan-20 03:15:00 pm,1.81
28-Jan-20 03:50:00 pm,1.80
28-Jan-20 04:25:00 pm,1.78
28-Jan-20 05:00:00 pm,1.79
28-Jan-20 05:35:00 pm,1.79
28-Jan-20 06:10:00 pm,0.13
28-Jan-20 06:45:00 pm,0.13
28-Jan-20 07:20:00 pm,0.12
28-Jan-20 07:55:00 pm,0.12
28-Jan-20 08:30:00 pm,0.70
28-Jan-20 09:05:00 pm,0.13
28-Jan-20 09:40:00 pm,0.13
28-Jan-20 10:15:00 pm,0.12
28-Jan-20 10:50:00 pm,0.11
28-Jan-20 11:25:00 pm,0.11
29-Jan-20 12:00:00 am,0.11
29-Jan-20 12:35:00 am,0.10
29-Jan-20 01:10:00 am,0.10
29-Jan-20 01:45:00 am,0.10
29-Jan-20 02:20:00 am,0.70
29-Jan-20 02:55:00 am,0.57
29-Jan-20 03:30:00 am,0.12
29-Jan-20 04:05:00 am,0.09
29-Jan-20 04:40:00 am,0.09
29-Jan-20 05:15:00 am,0.09
29-Jan-20 05:50:00 am,0.94
29-Jan-20 06:25:00 am,1.78
29-Jan-20 07:00:00 am,1.80
29-Jan-20 07:35:00 am,1.81
29-Jan-20 08:10:00 am,1.82
29-Jan-20 08:45:00 am,1.79
29-Jan-20 09:20:00 am,1.81
29-Jan-20 09:55:00 am,1.80
29-Jan-20 10:30:00 am,1.80
29-Jan-20 11:05:00 am,1.79
29-Jan-20 11:40:00 am,1.78
29-Jan-20 12:15:00 pm,1.79
29-Jan-20 12:50:00 pm,1.81
29-Jan-20 01:25:00 pm,1.81
29-Jan-20 02:00:00 pm,1.81
29-Jan-20 02:35:00 pm,1.79
29-Jan-20 03:10:00 pm,1.79
29-Jan-20 03:45:00 pm,1.81
29-Jan-20 04:20:00 pm,1.78
29-Jan-20 04:55:00 pm,1.77
29-Jan-20 05:30:00 pm,1.79
29-Jan-20 06:05:00 pm,0.16
29-Jan-20 06:40:00 pm,0.15
29-Jan-20 07:15:00 pm,0.14
29-Jan-20 07:50:00 pm,0.13
29-Jan-20 08:25:00 pm,0.12
29-Jan-20 09:00:00 pm,0.12
29-Jan-20 09:35:00 pm,0.12
29-Jan-20 10:10:00 pm,1.06
29-Jan-20 10:45:00 pm,0.13
29-Jan-20 11:20:00 pm,0.13
29-Jan-20 11:55:00 pm,0.12
30-Jan-20 12:30:00 am,0.12
30-Jan-20 01:05:00 am,0.12
30-Jan-20 01:40:00 am,0.12
30-Jan-20 02:15:00 am,0.11
30-Jan-20 02:50:00 am,0.11
30-Jan-20 03:25:00 am,0.11
30-Jan-20 04:00:00 am,0.09
30-Jan-20 04:35:00 am,0.09
30-Jan-20 05:10:00 am,0.09
30-Jan-20 05:45:00 am,0.67
30-Jan-20 06:20:00 am,1.78
30-Jan-20 06:55:00 am,1.80
30-Jan-20 07:30:00 am,1.78
30-Jan-20 08:05:00 am,1.81
30-Jan-20 08:40:00 am,1.79
30-Jan-20 09:15:00 am,1.80
30-Jan-20 09:50:00 am,1.80
30-Jan-20 10:25:00 am,1.78
30-Jan-20 11:00:00 am,1.83
30-Jan-20 11:35:00 am,1.79
30-Jan-20 12:10:00 pm,1.79
30-Jan-20 12:45:00 pm,1.80
30-Jan-20 01:20:00 pm,1.78
30-Jan-20 01:55:00 pm,1.76
30-Jan-20 02:30:00 pm,1.80
30-Jan-20 03:05:00 pm,1.76
30-Jan-20 03:40:00 pm,1.82
30-Jan-20 04:15:00 pm,1.81
30-Jan-20 04:50:00 pm,1.76
30-Jan-20 05:25:00 pm,1.80
30-Jan-20 06:00:00 pm,0.69
30-Jan-20 06:35:00 pm,0.13
30-Jan-20 07:10:00 pm,0.12
30-Jan-20 07:45:00 pm,0.12
30-Jan-20 08:20:00 pm,0.12
30-Jan-20 08:55:00 pm,0.11
30-Jan-20 09:30:00 pm,0.44
30-Jan-20 10:05:00 pm,0.54
30-Jan-20 10:40:00 pm,0.12
30-Jan-20 11:15:00 pm,0.12
30-Jan-20 11:50:00 pm,0.11
31-Jan-20 12:25:00 am,0.11
31-Jan-20 01:00:00 am,0.11
31-Jan-20 01:35:00 am,0.11
31-Jan-20 02:10:00 am,0.12
31-Jan-20 02:45:00 am,0.10
31-Jan-20 03:20:00 am,0.09
31-Jan-20 03:55:00 am,0.09
31-Jan-20 04:30:00 am,0.08
31-Jan-20 05:05:00 am,0.08
31-Jan-20 05:40:00 am,0.08
31-Jan-20 06:15:00 am,1.80
31-Jan-20 06:50:00 am,1.80
31-Jan-20 07:25:00 am,1.78
31-Jan-20 08:00:00 am,1.79
31-Jan-20 08:35:00 am,1.78
31-Jan-20 09:10:00 am,1.77
31-Jan-20 09:45:00 am,1.80
31-Jan-20 10:20:00 am,1.80
31-Jan-20 10:55:00 am,1.80
31-Jan-20 11:30:00 am,1.82
31-Jan-20 12:05:00 pm,1.81
31-Jan-20 12:40:00 pm,1.79
31-Jan-20 01:15:00 pm,1.80
31-Jan-20 01:50:00 pm,1.80
31-Jan-20 02:25:00 pm,1.79
31-Jan-20 03:00:00 pm,1.79
31-Jan-20 03:35:00 pm,1.82
31-Jan-20 04:10:00 pm,1.79
31-Jan-20 04:45:00 pm,1.77
31-Jan-20 05:20:00 pm,1.79
31-Jan-20 05:55:00 pm,0.98
31-Jan-20 06:30:00 pm,0.16
31-Jan-20 07:05:00 pm,0.14
31-Jan-20 07:40:00 pm,0.15
31-Jan-20 08:15:00 pm,0.13
31-Jan-20 08:50:00 pm,0.14
31-Jan-20 09:25:00 pm,0.11
31-Jan-20 10:00:00 pm,0.10
31-Jan-20 10:35:00 pm,0.11
31-Jan-20 11:10:00 pm,0.10
31-Jan-20 11:45:00 pm,0.10
01-Feb-20 12:20:00 am,0.10
01-Feb-20 12:55:00 am,0.11
01-Feb-20 01:30:00 am,0.10
01-Feb-20 02:05:00 am,0.10
01-Feb-20 02:40:00 am,0.11
01-Feb-20 03:15:00 am,0.10
01-Feb-20 03:50:00 am,0.10
01-Feb-20 04:25:00 am,0.12
01-Feb-20 05:00:00 am,0.11
01-Feb-20 05:35:00 am,0.10
01-Feb-20 06:10:00 am,0.13
01-Feb-20 06:45:00 am,0.10
01-Feb-20 07:20:00 am,0.11
01-Feb-20 07:55:00 am,0.10
01-Feb-20 08:30:00 am,0.11
01-Feb-20 09:05:00 am,0.09
01-Feb-20 09:40:00 am,0.09
01-Feb-20 10:15:00 am,0.09
01-Feb-20 10:50:00 am,0.09
01-Feb-20 11:25:00 am,0.09
01-Feb-20 12:00:00 pm,0.09
01-Feb-20 12:35:00 pm,0.10
01-Feb-20 01:10:00 pm,0.09
01-Feb-20 01:45:00 pm,0.09
01-Feb-20 02:20:00 pm,0.10
01-Feb-20 02:55:00 pm,0.09
01-Feb-20 03:30:00 pm,0.10
01-Feb-20 04:05:00 pm,0.10
01-Feb-20 04:40:00 pm,0.10
01-Feb-20 05:15:00 pm,0.10
01-Feb-20 05:50:00 pm,0.10
01-Feb-20 06:25:00 pm,0.11
01-Feb-20 07:00:00 pm,0.11
01-Feb-20 07:35:00 pm,0.11
01-Feb-20 08:10:00 pm,0.11
01-Feb-20 08:45:00 pm,0.11
01-Feb-20 09:20:00 pm,0.11
01-Feb-20 09:55:00 pm,0.12
01-Feb-20 10:30:00 pm,0.12
01-Feb-20 11:05:00 pm,0.11
01-Feb-20 11:40:00 pm,0.12
02-Feb-20 12:15:00 am,0.12
02-Feb-20 12:50:00 am,0.12
02-Feb-20 01:25:00 am,0.12
02-Feb-20 02:00:00 am,0.12
02-Feb-20 02:35:00 am,0.12
02-Feb-20 03:10:00 am,0.12
02-Feb-20 03:45:00 am,0.12
02-Feb-20 04:20:00 am,0.13
02-Feb-20 04:55:00 am,0.12
02-Feb-20 05:30:00 am,0.12
02-Feb-20 06:05:00 am,0.12
02-Feb-20 06:40:00 am,0.12
02-Feb-20 07:15:00 am,0.12
02-Feb-20 07:50:00 am,0.13
02-Feb-20 08:25:00 am,0.12
02-Feb-20 09:00:00 am,0.13
02-Feb-20 09:35:00 am,0.12
02-Feb-20 10:10:00 am,0.12
02-Feb-20 10:45:00 am,0.12
02-Feb-20 11:20:00 am,0.12
02-Feb-20 11:55:00 am,0.12
02-Feb-20 12:30:00 pm,0.11
02-Feb-20 01:05:00 pm,0.10
02-Feb-20 01:40:00 pm,0.10
02-Feb-20 02:15:00 pm,0.09
02-Feb-20 02:50:00 pm,0.08
02-Feb-20 03:25:00 pm,0.07
02-Feb-20 04:00:00 pm,0.07
02-Feb-20 04:35:00 pm,0.08
02-Feb-20 05:10:00 pm,0.08
02-Feb-20 05:45:00 pm,0.09
02-Feb-20 06:20:00 pm,0.09
02-Feb-20 06:55:00 pm,0.10
02-Feb-20 07:30:00 pm,0.10
02-Feb-20 08:05:00 pm,0.11
02-Feb-20 08:40:00 pm,0.12
02-Feb-20 09:15:00 pm,0.12
02-Feb-20 09:50:00 pm,0.12
