Timestamp,RTU_1 DAClgSetpt(°F)
21-Feb-20 02:48:48 pm,55.5
21-Feb-20 06:08:24 pm,56.6
21-Feb-20 06:13:52 pm,57.7
21-Feb-20 06:18:54 pm,58.7
21-Feb-20 06:24:07 pm,59.8
21-Feb-20 06:29:37 pm,60.9
21-Feb-20 06:34:47 pm,61.9
21-Feb-20 06:39:56 pm,62.9
21-Feb-20 06:44:58 pm,63.9
21-Feb-20 06:50:59 pm,65.0
24-Feb-20 01:34:43 pm,63.9
24-Feb-20 01:39:50 pm,62.9
24-Feb-20 01:45:06 pm,61.9
24-Feb-20 01:50:23 pm,60.8
24-Feb-20 01:55:24 pm,59.8
24-Feb-20 02:00:24 pm,58.8
24-Feb-20 02:15:56 pm,59.9
24-Feb-20 02:21:18 pm,60.9
24-Feb-20 02:26:19 pm,61.9
24-Feb-20 02:31:54 pm,63.1
24-Feb-20 02:36:53 pm,64.1
24-Feb-20 03:51:26 pm,63.0
24-Feb-20 03:56:27 pm,62.0
24-Feb-20 04:01:32 pm,61.0
24-Feb-20 04:07:02 pm,59.9
24-Feb-20 04:12:27 pm,58.8
24-Feb-20 04:17:33 pm,57.8
24-Feb-20 04:22:52 pm,56.7
24-Feb-20 04:28:00 pm,55.7
24-Feb-20 06:09:19 pm,56.8
24-Feb-20 06:14:22 pm,57.8
24-Feb-20 06:19:29 pm,58.8
24-Feb-20 06:24:30 pm,59.8
24-Feb-20 06:29:31 pm,60.8
24-Feb-20 06:34:46 pm,61.8
24-Feb-20 06:39:51 pm,62.9
24-Feb-20 06:45:04 pm,63.9
24-Feb-20 06:50:40 pm,65.0
25-Feb-20 02:51:04 pm,63.9
25-Feb-20 02:56:06 pm,62.9
25-Feb-20 03:01:07 pm,61.9
25-Feb-20 03:06:35 pm,60.8
25-Feb-20 03:11:59 pm,59.7
25-Feb-20 03:17:01 pm,58.7
25-Feb-20 03:22:31 pm,57.6
25-Feb-20 03:28:20 pm,56.4
25-Feb-20 03:33:27 pm,55.4
25-Feb-20 06:08:30 pm,56.5
25-Feb-20 06:13:55 pm,57.6
25-Feb-20 06:19:24 pm,58.7
25-Feb-20 06:24:24 pm,59.7
25-Feb-20 06:29:47 pm,60.7
25-Feb-20 06:35:27 pm,61.9
25-Feb-20 06:40:26 pm,62.9
25-Feb-20 06:45:55 pm,64.0
25-Feb-20 06:51:20 pm,65.0
26-Feb-20 02:16:15 pm,64.0
26-Feb-20 02:21:39 pm,62.9
26-Feb-20 02:27:00 pm,61.9
26-Feb-20 02:32:21 pm,60.8
26-Feb-20 02:37:21 pm,59.8
26-Feb-20 02:42:33 pm,58.7
26-Feb-20 02:47:32 pm,57.7
26-Feb-20 02:52:32 pm,56.7
26-Feb-20 02:57:46 pm,55.7
26-Feb-20 06:09:38 pm,56.8
26-Feb-20 06:15:00 pm,57.9
26-Feb-20 06:20:14 pm,58.9
26-Feb-20 06:25:46 pm,60.0
26-Feb-20 06:31:06 pm,61.1
26-Feb-20 06:36:30 pm,62.2
26-Feb-20 06:41:37 pm,63.2
26-Feb-20 06:46:58 pm,64.3
27-Feb-20 11:51:56 am,63.2
27-Feb-20 11:57:35 am,62.1
27-Feb-20 12:02:50 pm,61.1
27-Feb-20 12:08:30 pm,59.9
27-Feb-20 12:13:42 pm,58.9
27-Feb-20 12:19:22 pm,57.7
27-Feb-20 12:24:27 pm,56.7
27-Feb-20 12:29:57 pm,55.6
27-Feb-20 12:52:19 pm,56.7
27-Feb-20 12:57:49 pm,57.8
27-Feb-20 01:02:55 pm,58.8
27-Feb-20 01:22:52 pm,57.8
27-Feb-20 01:28:30 pm,56.7
27-Feb-20 01:33:51 pm,55.6
27-Feb-20 06:08:39 pm,56.7
27-Feb-20 06:13:55 pm,57.7
27-Feb-20 06:19:05 pm,58.8
27-Feb-20 06:24:46 pm,59.9
27-Feb-20 06:29:52 pm,60.9
27-Feb-20 06:34:52 pm,61.9
27-Feb-20 06:40:23 pm,63.0
27-Feb-20 06:45:25 pm,64.0
28-Feb-20 02:31:56 pm,63.0
28-Feb-20 02:37:12 pm,62.0
28-Feb-20 02:42:31 pm,60.9
28-Feb-20 02:47:46 pm,59.8
28-Feb-20 02:52:47 pm,58.8
28-Feb-20 02:57:58 pm,57.8
28-Feb-20 03:02:59 pm,56.8
28-Feb-20 03:08:15 pm,55.7
28-Feb-20 06:09:12 pm,56.7
28-Feb-20 06:14:23 pm,57.8
28-Feb-20 06:19:22 pm,58.8
28-Feb-20 06:24:23 pm,59.8
28-Feb-20 06:29:23 pm,60.8
28-Feb-20 06:34:25 pm,61.8
28-Feb-20 06:39:25 pm,62.8
28-Feb-20 06:44:25 pm,63.8
28-Feb-20 06:49:50 pm,64.9
